t,accelMag,vertG,signedLoadG,rotMag,gx,gy,gz,speed,baro
49.720,0.4257,1.1956,1.1956,0.4580,0.0750,0.4500,0.0410,1.72,1009.33
49.740,0.5361,1.3205,1.3205,0.6565,-0.2720,0.5590,-0.2110,1.72,1009.33
49.760,0.4789,1.4007,1.4007,0.7717,-0.4690,0.5870,-0.1760,1.72,1009.33
49.780,0.4414,1.3892,1.3892,0.8591,-0.7210,0.4560,-0.1010,1.72,1009.33
49.800,0.4785,1.3563,1.3563,0.8699,-0.8350,0.2360,-0.0610,1.72,1009.33
49.820,0.4629,1.2730,1.2730,0.7195,-0.7160,0.0710,-0.0020,1.72,1009.33
49.840,0.4458,1.2858,1.2858,0.4258,-0.3620,-0.2030,-0.0950,1.72,1009.33
49.860,0.5061,1.2692,1.2692,0.5848,-0.2000,-0.5400,-0.1020,1.72,1009.33
49.880,0.3848,1.2293,1.2293,0.8937,-0.4140,-0.7560,-0.2360,1.72,1009.33
49.900,0.2186,1.1320,1.1320,0.9652,-0.1320,-0.9260,-0.2380,1.72,1009.33
49.920,0.1243,1.0700,1.0700,1.0093,-0.1420,-0.9690,-0.2440,1.72,1009.33
49.940,0.1544,0.9874,0.9874,1.1157,-0.5760,-0.9220,-0.2510,1.72,1009.33
49.960,0.3218,0.7681,0.7681,0.8988,-0.6330,-0.5940,-0.2330,1.7,1009.33
49.980,0.3975,0.6994,0.6994,0.5214,-0.2390,-0.4630,0.0200,1.7,1009.33
50.000,0.4803,0.6712,0.6712,0.5803,-0.5120,-0.2130,0.1710,1.7,1009.33
50.020,0.5313,0.6235,0.6235,0.6284,-0.5840,-0.1050,0.2070,1.7,1009.33
50.040,0.4671,0.6048,0.6048,0.4607,-0.3220,0.0310,0.3280,1.7,1009.33
50.060,0.4520,0.5999,0.5999,0.3483,-0.1460,0.1430,0.2820,1.7,1009.33
50.080,0.4194,0.6048,0.6048,0.3696,-0.1760,0.2420,0.2170,1.7,1009.33
50.100,0.3096,0.6907,0.6907,0.3734,-0.0210,0.3120,0.2040,1.7,1009.33
50.120,0.1739,0.8307,0.8307,0.3960,0.1540,0.2840,0.2290,1.7,1009.33
50.140,0.0527,1.0362,1.0362,0.3245,-0.2380,0.1540,0.1580,1.7,1009.33
50.160,0.0960,1.0076,1.0076,0.3374,-0.3070,0.0540,0.1290,1.7,1009.33
50.180,0.1562,0.9614,0.9614,0.2204,-0.1780,0.0420,0.1230,1.7,1009.33
50.200,0.1983,1.0820,1.0820,0.2158,-0.0940,0.1520,-0.1210,1.7,1009.33
50.220,0.2367,1.1485,1.1485,0.4027,-0.2300,0.3300,0.0190,1.7,1009.33
50.240,0.3401,1.2606,1.2606,0.5539,-0.3230,0.4400,0.0940,1.7,1009.33
50.260,0.4069,1.3051,1.3051,0.7754,-0.5430,0.4780,0.2790,1.7,1009.33
50.281,0.3879,1.2851,1.2851,0.9131,-0.6780,0.5130,0.3330,1.7,1009.33
50.301,0.3200,1.2405,1.2405,0.7668,-0.5330,0.4510,0.3170,1.7,1009.33
50.321,0.2632,1.2173,1.2173,0.5741,-0.3770,0.3470,0.2590,1.7,1009.33
50.341,0.2218,1.2099,1.2099,0.3854,-0.2540,0.1750,0.2310,1.7,1009.33
50.361,0.2386,1.2296,1.2296,0.1014,-0.0030,-0.0090,0.1010,1.7,1009.33
50.381,0.3144,1.2866,1.2866,0.3587,0.2520,-0.2400,0.0870,1.7,1009.33
50.401,0.3480,1.3336,1.3336,0.4490,0.2000,-0.3990,0.0490,1.7,1009.33
50.421,0.2884,1.2641,1.2641,0.5616,0.0630,-0.5580,0.0090,1.7,1009.33
50.441,0.1436,1.0943,1.0943,0.5490,-0.0790,-0.5430,0.0170,1.7,1009.33
50.461,0.1943,0.8071,0.8071,0.4728,0.2640,-0.3820,0.0890,1.7,1009.33
50.481,0.4025,0.6052,0.6052,0.6432,0.6070,-0.1910,0.0940,1.7,1009.33
50.501,0.4280,0.5853,0.5853,0.5218,0.5080,0.0180,0.1180,1.7,1009.33
50.521,0.5211,0.5264,0.5264,0.4316,0.3700,0.1990,0.0990,1.7,1009.33
50.541,0.5722,0.4598,0.4598,0.6418,0.4770,0.3370,0.2660,1.7,1009.33
50.561,0.5618,0.5068,0.5068,0.5462,0.2080,0.4810,0.1540,1.7,1009.33
50.581,0.5379,0.5076,0.5076,0.6831,0.3490,0.5140,0.2840,1.7,1009.33
50.601,0.4009,0.6286,0.6286,0.7121,0.3440,0.4880,0.3880,1.7,1009.33
50.621,0.2661,0.8457,0.8457,0.5725,0.1330,0.4960,0.2530,1.7,1009.33
50.642,0.2643,0.9566,0.9566,0.6045,0.0580,0.5210,0.3010,1.7,1009.33
50.661,0.3334,1.0971,1.0971,0.5744,0.0260,0.4770,0.3190,1.7,1009.33
50.681,0.3917,1.2380,1.2380,0.6458,-0.3050,0.5650,0.0690,1.7,1009.33
50.701,0.4884,1.3583,1.3583,1.0907,-0.6630,0.8350,-0.2300,1.7,1009.33
50.721,0.4870,1.4480,1.4480,1.1472,-0.6220,0.9520,-0.1510,1.7,1009.33
50.741,0.6609,1.5009,1.5009,1.0318,-0.6900,0.7660,-0.0410,1.7,1009.33
50.761,0.7460,1.5145,1.5145,1.0245,-0.8970,0.4950,0.0030,1.7,1009.33
50.781,0.6712,1.4319,1.4319,0.4003,-0.3730,0.1410,0.0350,1.7,1009.33
50.802,0.6944,1.4690,1.4690,0.1442,-0.0100,-0.1360,-0.0470,1.7,1009.33
50.822,0.6780,1.4592,1.4592,0.4864,0.1530,-0.4370,-0.1490,1.7,1009.33
50.842,0.5494,1.4446,1.4446,0.7897,0.1580,-0.6890,-0.3520,1.7,1009.33
50.861,0.4462,1.3930,1.3930,1.0530,0.1300,-0.9070,-0.5190,1.7,1009.33
50.882,0.2818,1.2502,1.2502,1.2260,-0.0300,-1.0270,-0.6690,1.7,1009.33
50.902,0.0806,1.0108,1.0108,1.2703,0.2930,-1.0550,-0.6440,1.7,1009.33
50.921,0.0914,0.9394,0.9394,1.1728,0.2140,-0.9990,-0.5760,1.7,1009.33
50.942,0.2695,0.8163,0.8163,0.9386,-0.1200,-0.7940,-0.4860,1.7,1009.33
50.962,0.4106,0.6572,0.6572,0.6662,0.0110,-0.5740,-0.3380,1.64,1009.33
50.982,0.5075,0.5729,0.5729,0.4494,0.2510,-0.3490,-0.1310,1.64,1009.33
51.002,0.4970,0.6424,0.6424,0.2164,0.1140,-0.1620,0.0870,1.64,1009.33
51.022,0.5178,0.6223,0.6223,0.3100,-0.2480,-0.0010,0.1860,1.64,1009.33
51.042,0.4686,0.6157,0.6157,0.2676,-0.1150,0.1530,0.1870,1.64,1009.33
51.062,0.3836,0.6336,0.6336,0.4314,-0.0510,0.1610,0.3970,1.64,1009.33
51.082,0.3386,0.6668,0.6668,0.3748,-0.1160,0.1590,0.3190,1.64,1009.33
51.102,0.2624,0.7424,0.7424,0.4797,0.1950,0.1790,0.4000,1.64,1009.33
51.122,0.2191,0.8121,0.8121,0.5829,0.4070,0.1220,0.3990,1.64,1009.33
51.142,0.1117,0.9045,0.9045,0.4100,0.1980,0.1740,0.3140,1.64,1009.33
51.162,0.1497,0.9795,0.9795,0.2213,0.1090,0.1560,0.1130,1.64,1009.33
51.182,0.3148,1.0258,1.0258,0.4183,0.2210,0.3150,-0.1640,1.64,1009.33
51.202,0.3828,1.0870,1.0870,0.6881,0.4910,0.4700,-0.1070,1.64,1009.33
51.222,0.4675,1.2412,1.2412,0.6756,0.4050,0.5130,-0.1710,1.64,1009.33
51.242,0.4219,1.2551,1.2551,0.4978,-0.0870,0.4700,-0.1390,1.64,1009.33
51.262,0.3288,1.2216,1.2216,0.5426,-0.1100,0.4970,-0.1880,1.64,1009.33
51.283,0.2757,1.2371,1.2371,0.4030,0.1550,0.3610,-0.0900,1.64,1009.33
51.302,0.2541,1.2536,1.2536,0.6145,-0.5440,0.2570,-0.1250,1.64,1009.33
51.323,0.1578,1.1516,1.1516,0.4369,-0.3720,0.1750,-0.1480,1.64,1009.33
51.343,0.1962,1.1682,1.1682,0.1456,0.0130,0.0380,-0.1400,1.64,1009.33
51.362,0.2553,1.2548,1.2548,0.1172,0.0200,-0.1100,-0.0350,1.64,1009.33
51.383,0.3071,1.2922,1.2922,0.3621,-0.1360,-0.3350,0.0190,1.64,1009.33
51.402,0.2893,1.2513,1.2513,0.6654,-0.3540,-0.5620,-0.0400,1.64,1009.33
51.422,0.2035,1.0681,1.0681,0.6792,-0.2330,-0.6360,0.0500,1.64,1009.33
51.442,0.1140,0.9881,0.9881,0.6404,0.1460,-0.6230,0.0250,1.64,1009.33
51.462,0.1190,0.9134,0.9134,0.5515,0.1990,-0.5110,0.0590,1.64,1009.33
51.483,0.3145,0.7062,0.7062,0.3441,0.2100,-0.2600,0.0820,1.64,1009.33
51.503,0.4391,0.5761,0.5761,0.5278,0.5080,-0.0700,0.1250,1.64,1009.29
51.523,0.4586,0.5543,0.5543,0.3771,0.2980,0.1510,0.1750,1.64,1009.29
51.543,0.6196,0.4511,0.4511,0.5167,0.3930,0.3030,0.1440,1.64,1009.29
51.563,0.5534,0.4902,0.4902,0.9291,0.7870,0.3620,0.3360,1.64,1009.29
51.583,0.5504,0.5238,0.5238,0.7760,0.5500,0.5200,0.1710,1.64,1009.29
51.603,0.5835,0.6090,0.6090,0.8929,0.5740,0.6840,-0.0030,1.64,1009.29
51.623,0.5110,0.7530,0.7530,1.2142,0.9530,0.7360,-0.1560,1.64,1009.29
51.643,0.4230,0.8502,0.8502,1.3582,1.0570,0.8470,-0.1000,1.64,1009.29
51.663,0.3393,0.8578,0.8578,1.1629,0.7500,0.8810,-0.1170,1.64,1009.29
51.683,0.3043,1.1117,1.1117,0.9397,0.3720,0.8460,-0.1700,1.64,1009.29
51.703,0.3599,1.2949,1.2949,0.7956,-0.2060,0.7320,-0.2340,1.64,1009.29
51.723,0.4741,1.4601,1.4601,0.9345,-0.6470,0.6490,-0.1830,1.64,1009.29
51.743,0.6117,1.4917,1.4917,0.8495,-0.6980,0.4820,-0.0460,1.64,1009.29
51.763,0.6309,1.4536,1.4536,0.6407,-0.5410,0.3360,0.0700,1.64,1009.29
51.783,0.6202,1.3996,1.3996,0.5151,-0.5120,-0.0110,0.0550,1.64,1009.29
51.803,0.6227,1.4442,1.4442,0.5157,-0.3700,-0.3240,-0.1550,1.64,1009.29
51.823,0.6623,1.4407,1.4407,0.5979,-0.0030,-0.5920,-0.0840,1.64,1009.29
51.843,0.5231,1.4302,1.4302,0.8172,0.0010,-0.7720,-0.2680,1.64,1009.29
51.863,0.4917,1.4085,1.4085,1.0396,0.0870,-1.0080,-0.2390,1.64,1009.29
51.883,0.3938,1.2822,1.2822,1.1849,-0.0090,-1.1590,-0.2460,1.64,1009.29
51.903,0.2759,1.1432,1.1432,1.2108,-0.4590,-1.0600,-0.3630,1.64,1009.29
51.924,0.1460,0.9184,0.9184,0.9955,0.1410,-0.9150,-0.3660,1.64,1009.29
51.945,0.2063,0.9131,0.9131,1.0008,0.4580,-0.8700,-0.1870,1.64,1009.29
51.963,0.3694,0.7737,0.7737,0.6862,-0.0580,-0.6740,-0.1150,1.59,1009.29
51.983,0.5236,0.6615,0.6615,0.5533,-0.2230,-0.5000,-0.0800,1.59,1009.29
52.004,0.6075,0.5629,0.5629,0.2514,-0.2230,-0.1160,-0.0030,1.59,1009.29
52.024,0.6201,0.5565,0.5565,0.2548,0.2460,0.0650,-0.0130,1.59,1009.29
52.044,0.5048,0.5658,0.5658,0.1943,0.0130,0.1850,0.0580,1.59,1009.29
52.064,0.5377,0.5437,0.5437,0.4639,-0.3090,0.3260,-0.1160,1.59,1009.29
52.084,0.4769,0.5616,0.5616,0.3841,0.2210,0.3130,-0.0270,1.59,1009.29
52.104,0.3447,0.6825,0.6825,0.4864,0.4420,0.0900,0.1820,1.59,1009.29
52.124,0.1771,0.8543,0.8543,0.1033,-0.0340,-0.0870,-0.0440,1.59,1009.29
52.144,0.1849,0.8754,0.8754,0.0930,-0.0240,-0.0710,-0.0550,1.59,1009.29
52.164,0.2445,0.8493,0.8493,0.1370,0.0510,0.1270,-0.0070,1.59,1009.29
52.184,0.2679,0.9293,0.9293,0.4245,-0.0310,0.3920,0.1600,1.59,1009.29
52.204,0.2626,1.0657,1.0657,0.6662,-0.1640,0.5680,0.3070,1.59,1009.29
52.224,0.3261,1.3115,1.3115,0.8341,-0.2930,0.6800,0.3840,1.59,1009.29
52.244,0.4451,1.3825,1.3825,1.5018,-1.2290,0.8100,0.2980,1.59,1009.29
52.264,0.4527,1.2947,1.2947,0.8889,-0.3210,0.7940,0.2380,1.59,1009.29
52.284,0.4604,1.4028,1.4028,0.6014,0.1570,0.5360,0.2230,1.59,1009.29
52.304,0.5505,1.5142,1.5142,0.3421,0.0120,0.2310,0.2520,1.59,1009.29
52.324,0.5996,1.5667,1.5667,0.1547,0.0700,-0.0820,0.1110,1.59,1009.29
52.344,0.6034,1.5497,1.5497,0.6331,0.4110,-0.4750,0.0790,1.59,1009.29
52.364,0.5678,1.5036,1.5036,0.8510,0.4110,-0.7400,0.0880,1.59,1009.29
52.384,0.4321,1.3508,1.3508,0.8102,0.0970,-0.8040,0.0240,1.59,1009.29
52.404,0.2214,1.1365,1.1365,0.7377,-0.1670,-0.6850,-0.2170,1.59,1009.29
52.424,0.2761,0.7287,0.7287,0.6296,0.4410,-0.4410,-0.0860,1.59,1009.29
52.444,0.4435,0.5832,0.5832,0.7685,0.7320,-0.2250,0.0640,1.59,1009.29
52.464,0.5872,0.5153,0.5153,0.2884,-0.2300,0.0730,0.1580,1.59,1009.29
52.484,0.9182,0.2532,0.2532,0.9132,-0.8300,0.3290,0.1920,1.59,1009.29
52.505,0.8775,0.2894,0.2894,0.7448,-0.2690,0.6200,0.3130,1.59,1009.29
52.524,0.7994,0.2974,0.2974,0.9627,0.0200,0.8660,0.4200,1.59,1009.29
52.545,0.7672,0.3402,0.3402,1.1363,0.0030,1.0920,0.3140,1.59,1009.29
52.564,0.6104,0.4936,0.4936,1.1823,0.1710,1.1040,0.3870,1.59,1009.29
52.585,0.4269,0.6925,0.6925,1.0167,0.2560,0.8990,0.4000,1.59,1009.29
52.605,0.4897,0.8263,0.8263,0.8298,0.2190,0.7840,0.1610,1.59,1009.29
52.625,0.6107,1.0185,1.0185,0.7702,0.5160,0.5420,-0.1820,1.59,1009.29
52.645,0.5804,1.0729,1.0729,0.6951,0.5690,0.3820,-0.1160,1.59,1009.29
52.665,0.5011,1.0338,1.0338,0.4192,0.2100,0.3530,-0.0840,1.59,1009.29
52.685,0.3384,1.0271,1.0271,0.3003,0.1150,0.2730,-0.0490,1.59,1009.29
52.705,0.3198,1.2413,1.2413,0.5781,0.0550,0.5620,-0.1240,1.59,1009.29
52.725,0.6279,1.6082,1.6082,1.1393,-0.9580,0.6120,-0.0760,1.59,1009.29
52.745,0.7260,1.5497,1.5497,1.5309,-1.3990,0.6210,-0.0260,1.59,1009.29
52.765,0.7380,1.4180,1.4180,0.6970,-0.4990,0.4840,-0.0510,1.59,1009.29
52.785,0.7330,1.4436,1.4436,0.4512,0.3100,0.2700,-0.1860,1.59,1009.29
52.805,0.7216,1.5086,1.5086,0.6994,0.6150,-0.0770,-0.3240,1.59,1009.29
52.825,0.7711,1.5726,1.5726,0.8388,0.6250,-0.4740,-0.2970,1.59,1009.29
52.845,0.6907,1.5329,1.5329,0.8929,0.4130,-0.7050,-0.3600,1.59,1009.29
52.865,0.4951,1.4532,1.4532,0.9584,0.2930,-0.8250,-0.3900,1.59,1009.29
52.885,0.3385,1.2987,1.2987,0.9460,0.1110,-0.8570,-0.3850,1.59,1009.29
52.905,0.2805,1.1437,1.1437,0.8462,-0.0390,-0.7500,-0.3900,1.59,1009.29
52.925,0.3486,0.9456,0.9456,0.6690,-0.1140,-0.5170,-0.4090,1.59,1009.29
52.945,0.3928,0.8179,0.8179,0.3182,0.0120,-0.2550,-0.1900,1.59,1009.29
52.965,0.5369,0.7258,0.7258,0.1249,0.0850,-0.0100,-0.0910,1.56,1009.29
52.985,0.5778,0.8256,0.8256,0.2798,0.0400,0.1840,0.2070,1.56,1009.29
53.005,0.5510,0.7939,0.7939,0.7476,-0.5120,0.4430,0.3170,1.56,1009.29
53.025,0.5125,0.6834,0.6834,0.8938,-0.6680,0.5580,0.2030,1.56,1009.29
53.045,0.3781,0.6616,0.6616,0.5654,-0.0110,0.5310,0.1940,1.56,1009.29
53.065,0.3699,0.6470,0.6470,0.5166,0.0490,0.4580,0.2340,1.56,1009.29
53.085,0.3666,0.6432,0.6432,0.5012,-0.3760,0.3250,0.0650,1.56,1009.29
53.106,0.3425,0.6928,0.6928,0.2331,-0.1900,0.1110,-0.0770,1.56,1009.29
53.126,0.4259,0.7104,0.7104,0.2506,0.2440,-0.0120,-0.0560,1.56,1009.29
53.146,0.4208,0.7554,0.7554,0.0982,-0.0550,0.0580,-0.0570,1.56,1009.29
53.166,0.4317,0.8358,0.8358,0.3393,-0.0860,0.3120,-0.1020,1.56,1009.29
53.186,0.3850,0.9036,0.9036,0.6911,-0.0830,0.6090,0.3160,1.56,1009.29
53.206,0.2875,1.0197,1.0197,0.9785,-0.4290,0.7660,0.4320,1.56,1009.29
53.226,0.2845,1.1353,1.1353,1.2002,-0.4020,0.9110,0.6700,1.56,1009.29
53.246,0.4371,1.3903,1.3903,1.2024,-0.8110,0.8110,0.3610,1.56,1009.29
53.266,0.4677,1.3534,1.3534,0.8598,-0.5080,0.6080,0.3340,1.56,1009.29
53.286,0.4742,1.3307,1.3307,0.6029,0.4160,0.3130,0.3040,1.56,1009.29
53.306,0.5812,1.5428,1.5428,0.5566,0.5140,-0.0800,0.1980,1.56,1009.29
53.326,0.6455,1.6074,1.6074,0.6458,0.4270,-0.4790,0.0730,1.56,1009.29
53.346,0.6379,1.5899,1.5899,0.9430,0.5340,-0.7700,-0.1060,1.56,1009.29
53.366,0.5544,1.5076,1.5076,1.0984,0.5500,-0.9220,-0.2320,1.56,1009.29
53.386,0.3886,1.3403,1.3403,1.0763,0.3580,-0.9240,-0.4200,1.56,1009.29
53.406,0.1653,1.0583,1.0583,0.8957,0.2640,-0.6600,-0.5450,1.56,1009.29
53.426,0.2289,0.8025,0.8025,0.9417,0.7480,-0.4040,-0.4050,1.56,1009.29
53.446,0.3360,0.6855,0.6855,0.8128,0.7210,-0.1610,-0.3390,1.56,1009.29
53.466,0.5090,0.5610,0.5610,0.5287,0.4970,0.1260,-0.1290,1.56,1009.29
53.486,0.6815,0.4082,0.4082,0.6368,0.5490,0.3160,0.0650,1.56,1009.29
53.506,0.7317,0.3509,0.3509,0.9345,0.7190,0.5020,0.3230,1.56,1009.29
53.526,0.7764,0.3404,0.3404,1.0666,0.6390,0.7070,0.4790,1.56,1009.29
53.546,0.6541,0.4690,0.4690,0.9948,0.1980,0.8290,0.5130,1.56,1009.29
53.566,0.5812,0.5352,0.5352,1.0680,0.1410,0.8770,0.5930,1.56,1009.29
53.587,0.5669,0.6646,0.6646,1.0159,0.2790,0.9290,0.3020,1.56,1009.29
53.606,0.5810,0.8147,0.8147,1.1207,0.6450,0.9160,-0.0300,1.56,1009.29
53.626,0.5790,0.9027,0.9027,1.1828,0.7880,0.8720,-0.1330,1.56,1009.29
53.646,0.4919,0.9754,0.9754,0.9579,0.5790,0.7630,0.0150,1.56,1009.29
53.666,0.3569,1.1639,1.1639,0.5279,0.0080,0.5070,-0.1470,1.56,1009.29
53.687,0.4070,1.3434,1.3434,0.7584,-0.6220,0.2200,-0.3740,1.56,1009.29
53.707,0.5222,1.4876,1.4876,1.0343,-0.9400,0.2990,-0.3110,1.56,1009.29
53.727,0.5789,1.5156,1.5156,1.1988,-1.1790,0.1870,-0.1100,1.56,1009.29
53.747,0.6691,1.5279,1.5279,1.2268,-1.2230,-0.0160,-0.0950,1.56,1009.29
53.767,0.6939,1.4886,1.4886,1.0924,-1.0410,-0.3150,-0.1020,1.56,1009.29
53.787,0.6689,1.4134,1.4134,0.7992,-0.5420,-0.5550,-0.1920,1.56,1009.29
53.807,0.5737,1.3676,1.3676,0.8517,0.0400,-0.7850,-0.3280,1.56,1009.29
53.827,0.5252,1.3685,1.3685,1.1595,0.1630,-1.0570,-0.4480,1.56,1009.29
53.847,0.4087,1.2558,1.2558,1.3321,-0.1020,-1.1870,-0.5960,1.56,1009.29
53.867,0.2454,1.0924,1.0924,1.3041,-0.1070,-1.1700,-0.5660,1.56,1009.29
53.887,0.1273,0.9962,0.9962,1.1968,0.0070,-1.1180,-0.4270,1.56,1009.29
53.907,0.2527,0.9228,0.9228,1.0649,-0.4090,-0.9240,-0.3360,1.56,1009.29
53.927,0.3732,0.7980,0.7980,1.0196,-0.6450,-0.7360,-0.2860,1.56,1009.29
53.947,0.4482,0.6534,0.6534,0.8037,-0.6270,-0.4540,-0.2160,1.56,1009.29
53.968,0.5318,0.5723,0.5723,0.2269,-0.0580,-0.2110,-0.0600,1.61,1009.29
53.987,0.5456,0.5346,0.5346,0.1073,0.0320,0.0170,0.1010,1.61,1009.29
54.007,0.6160,0.4976,0.4976,0.3037,-0.2160,0.1830,0.1100,1.61,1009.29
54.027,0.5010,0.5601,0.5601,0.3107,0.1360,0.2680,0.0790,1.61,1009.29
54.047,0.3424,0.6686,0.6686,0.4817,0.3140,0.3030,0.2040,1.61,1009.29
54.067,0.2274,0.7877,0.7877,0.3445,0.0780,0.3160,0.1130,1.61,1009.29
54.087,0.1929,0.8853,0.8853,0.3614,0.2780,0.2300,0.0210,1.61,1009.31
54.107,0.1967,0.9621,0.9621,0.3522,0.2940,0.1940,0.0000,1.61,1009.31
54.127,0.2148,0.9415,0.9415,0.4411,0.2890,0.2710,-0.1940,1.61,1009.31
54.148,0.3246,1.0145,1.0145,0.6543,0.5230,0.3780,-0.1080,1.61,1009.31
54.167,0.3560,1.1282,1.1282,0.7578,0.5390,0.5090,0.1570,1.61,1009.31
54.188,0.4829,1.4417,1.4417,0.5491,-0.0690,0.4240,0.3420,1.61,1009.31
54.208,0.4782,1.4684,1.4684,1.3822,-1.3170,0.4000,0.1260,1.61,1009.31
54.227,0.3831,1.3049,1.3049,0.7742,-0.6810,0.3670,-0.0300,1.61,1009.31
54.248,0.4143,1.2537,1.2537,0.5994,0.5780,0.1500,-0.0520,1.61,1009.31
54.267,0.3683,1.3541,1.3541,0.4528,0.4460,-0.0500,-0.0600,1.61,1009.31
54.288,0.4525,1.4347,1.4347,0.3536,0.0120,-0.3420,-0.0890,1.61,1009.31
54.308,0.4268,1.3988,1.3988,0.6253,0.2020,-0.5890,-0.0570,1.61,1009.31
54.328,0.3884,1.3416,1.3416,0.8696,0.4440,-0.7460,0.0500,1.61,1009.31
54.348,0.3499,1.2862,1.2862,0.7866,0.1110,-0.7780,0.0330,1.61,1009.31
54.368,0.2032,1.0749,1.0749,0.5535,-0.1060,-0.5430,-0.0160,1.61,1009.31
54.388,0.2029,0.8862,0.8862,0.4704,0.3360,-0.3130,0.1020,1.61,1009.31
54.408,0.2737,0.7736,0.7736,0.4164,0.4070,0.0040,0.0880,1.61,1009.31
54.428,0.4368,0.5913,0.5913,0.6177,0.5110,0.3370,0.0830,1.61,1009.31
54.448,0.5589,0.4572,0.4572,1.0829,0.9440,0.5190,0.1100,1.61,1009.31
54.468,0.6310,0.3790,0.3790,1.3005,1.1410,0.5940,0.1910,1.61,1009.31
54.488,0.6231,0.3856,0.3856,1.1696,0.9430,0.6570,0.2170,1.61,1009.31
54.508,0.6347,0.3953,0.3953,1.1622,0.8740,0.6960,0.3200,1.61,1009.31
54.528,0.4522,0.6207,0.6207,1.1039,0.8550,0.6170,0.3270,1.61,1009.31
54.548,0.3985,0.7795,0.7795,0.8477,0.6090,0.5830,0.0880,1.61,1009.31
54.568,0.4319,0.8684,0.8684,0.8087,0.5000,0.6340,0.0460,1.61,1009.31
54.588,0.4564,0.8549,0.8549,0.7908,0.4470,0.6500,0.0550,1.61,1009.31
54.608,0.2925,0.9340,0.9340,0.4320,0.1460,0.3920,-0.1080,1.61,1009.31
54.628,0.3627,1.1236,1.1236,0.7281,-0.3120,0.4890,-0.4400,1.61,1009.31
54.648,0.5188,1.3865,1.3865,1.1785,-0.9140,0.6730,-0.3170,1.61,1009.31
54.668,0.4638,1.4028,1.4028,1.2535,-1.0280,0.6790,-0.2310,1.61,1009.31
54.688,0.5380,1.3842,1.3842,1.0323,-0.9120,0.4250,-0.2310,1.61,1009.31
54.708,0.5898,1.4049,1.4049,0.7852,-0.7530,0.0530,-0.2160,1.61,1009.31
54.728,0.6296,1.4459,1.4459,0.6893,-0.5530,-0.3190,-0.2600,1.61,1009.31
54.748,0.6535,1.4370,1.4370,0.8163,-0.1900,-0.7390,-0.2900,1.61,1009.31
54.768,0.6827,1.4426,1.4426,1.1827,0.0490,-1.1450,-0.2920,1.61,1009.31
54.788,0.5785,1.3885,1.3885,1.5114,-0.0700,-1.4640,-0.3690,1.61,1009.31
54.808,0.4136,1.2611,1.2611,1.7350,-0.3070,-1.6190,-0.5430,1.61,1009.31
54.828,0.1980,1.0872,1.0872,1.6799,-0.3680,-1.5030,-0.6540,1.61,1009.31
54.849,0.0918,0.9388,0.9388,1.5190,-0.2310,-1.3600,-0.6360,1.61,1009.31
54.869,0.2471,0.8482,0.8482,1.3787,-0.3020,-1.2180,-0.5710,1.61,1009.31
54.889,0.3487,0.7885,0.7885,1.2451,-0.4690,-1.0350,-0.5090,1.61,1009.31
54.909,0.4577,0.6429,0.6429,1.1139,-0.7950,-0.6530,-0.4270,1.61,1009.31
54.929,0.5467,0.6134,0.6134,0.7598,-0.4730,-0.4770,-0.3550,1.61,1009.31
54.949,0.5257,0.5836,0.5836,0.3454,-0.2990,-0.1300,-0.1140,1.61,1009.31
54.969,0.5622,0.5575,0.5575,0.5219,-0.5020,0.1250,-0.0690,1.69,1009.31
54.989,0.4574,0.6049,0.6049,0.5712,-0.4650,0.3310,0.0220,1.69,1009.31
55.009,0.2991,0.7112,0.7112,0.5117,-0.2020,0.4260,0.1990,1.69,1009.31
55.029,0.1817,0.8268,0.8268,0.3868,-0.0740,0.2950,0.2390,1.69,1009.31
55.049,0.0660,0.9901,0.9901,0.1672,-0.1560,-0.0030,0.0600,1.69,1009.31
55.069,0.0589,1.0193,1.0193,0.5583,-0.5460,0.1160,0.0100,1.69,1009.31
55.089,0.1586,0.9218,0.9218,0.3617,0.3260,0.0860,-0.1310,1.69,1009.31
55.109,0.2600,1.1248,1.1248,0.6896,0.6640,0.1770,-0.0580,1.69,1009.31
55.129,0.3690,1.2874,1.2874,0.5067,0.2150,0.3480,0.2990,1.69,1009.31
55.149,0.5162,1.4440,1.4440,0.4937,-0.1720,0.3540,0.2980,1.69,1009.31
55.169,0.4753,1.4006,1.4006,0.6090,-0.3790,0.4130,0.2380,1.69,1009.31
55.189,0.4015,1.3075,1.3075,0.5742,-0.2240,0.5240,0.0700,1.69,1009.31
55.209,0.3544,1.2613,1.2613,0.5976,0.3420,0.4860,-0.0630,1.69,1009.31
55.229,0.3722,1.2812,1.2812,0.6664,0.6090,0.2690,-0.0280,1.69,1009.31
55.249,0.3767,1.2820,1.2820,0.4284,0.4270,0.0280,-0.0210,1.69,1009.31
55.269,0.3194,1.2181,1.2181,0.5607,0.5210,-0.2070,-0.0070,1.69,1009.31
55.289,0.2955,1.2023,1.2023,0.9031,0.7770,-0.4400,0.1350,1.69,1009.31
55.309,0.2984,1.1907,1.1907,1.0265,0.7590,-0.5930,0.3550,1.69,1009.31
55.329,0.2486,1.1249,1.1249,0.6506,0.2270,-0.5390,0.2850,1.69,1009.31
55.349,0.1336,0.9170,0.9170,0.5519,0.2890,-0.3570,0.3060,1.69,1009.31
