t,message
-1785058713.045,"7252.692:v15 REJECT reason=gateNoJumpEvidence dCrs=3.40 drop=0.94 yank=1.41; 7252.693:v15 CANDIDATE t0=7248.69 yank=1.24g quietAt=7251.84 B(abs)=n/a B(rel)=-15.81"
-1785058685.499,"7279.697:v15 REJECT reason=maxFlightExceeded air=30.00; 7279.698:v15 CANDIDATE t0=7276.65 yank=1.79g quietAt=7278.69 B(abs)=n/a B(rel)=-11.41"
-1785058679.238,"7285.694:v15 IMPACT pending=2.13g air=8.79"
-1785058677.986,"7287.692:v15 LANDING impact impact=3.51g air=8.82; 7287.692:v15 REJECT reason=gateNoJumpEvidence dCrs=18.75 drop=0.68 yank=1.79; 7287.692:v15 REJECT reason=gateNoJumpEvidence dCrs=1.25 drop=0.80 yank=1.37; 7287.692:v15 REJECT reason=gateEntrySpeed vin=4.58; 7287.692:v15 REJECT reason=floatBelowMin float=0.34; 7287.692:v15 REJECT reason=floatBelowMin float=0.32; 7287.692:v15 REJECT reason=floatBelowMin float=0.31; 7287.692:v15 CANDIDATE t0=7285.47 yank=3.51g quietAt=7286.98 B(abs)=n/a B(rel)=-10.18; 7287.693:v15 IMPACT pending=2.07g air=1.85"
-1785058675.482,"7289.694:v15 LANDING impact impact=3.02g air=1.93; 7287.396:JUMP(v15) FINAL h=2.05m src=ballistic air=1.93s dist=8.98m hFit=-1.0 hRel=-1.0 hBal=2.05 arcPts=0 yank=3.51g impact=3.02g float=0.56 rot=1.35 hard=true conf=50.0 latency=1.5s; 7289.700:v15 JUMP h=2.05m src=ballistic air=1.93s conf=0.50; 7289.700:v15 REJECT(open) reason=retriggerGuard"
-1785058667.939,"7297.699:v15 CANDIDATE t0=7296.19 yank=1.38g quietAt=7297.09 B(abs)=n/a B(rel)=-8.68"
-1785058639.141,"7326.701:v15 REJECT reason=maxFlightExceeded air=30.00; 7326.701:v15 CANDIDATE t0=7322.64 yank=1.62g quietAt=7326.19 B(abs)=n/a B(rel)=-4.73"
-1785058636.637,"7328.697:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00; 7329.697:v15 REJECT reason=gateNoJumpEvidence dCrs=5.66 drop=0.86 yank=1.62; 7329.698:v15 CANDIDATE t0=7325.73 yank=1.44g quietAt=7328.65 B(abs)=n/a B(rel)=-4.49"
-1785058626.620,"7338.700:v15 IMPACT pending=1.93g air=12.29"
-1785058624.116,"7341.697:v15 LANDING impact impact=3.97g air=13.46; 7341.698:v15 REJECT reason=ballisticAboveHardCap hBal=28.28 air=13.46; 7341.698:v15 RESCUE folded jump t0=7333.31 land=7339.23 air=5.91; 7339.227:JUMP(v15) FINAL h=1.77m src=ballistic air=5.91s dist=67.0m hFit=-1.0 hRel=-1.0 hBal=1.77 arcPts=5 yank=1.42g impact=2.05g float=0.45 rot=0.91 hard=true conf=50.0 latency=1.5s; 7341.704:v15 JUMP h=1.77m src=ballistic air=5.91s conf=0.50; 7341.704:v15 REJECT(open) reason=retriggerGuard"
-1785058619.108,"7346.700:v15 CANDIDATE t0=7345.22 yank=2.12g quietAt=7346.29 B(abs)=n/a B(rel)=n/a"
-1785058589.038,"7375.699:v15 REJECT reason=maxFlightExceeded air=30.00; 7375.700:v15 CANDIDATE t0=7372.23 yank=1.53g quietAt=7375.22 B(abs)=n/a B(rel)=-9.88"
-1785058586.534,"7379.689:v15 IMPACT pending=1.91g air=6.38"
-1785058584.030,"7380.701:v15 LANDING impact impact=2.15g air=6.40; 7380.701:v15 REJECT reason=gateNoJumpEvidence dCrs=2.74 drop=1.02 yank=1.53; 7380.701:v15 REJECT reason=floatBelowMin float=0.34; 7380.702:v15 REJECT reason=floatBelowMin float=0.31; 7380.702:v15 REJECT reason=floatBelowMin float=0.34; 7380.702:v15 REJECT reason=floatBelowMin float=0.31; 7380.702:v15 REJECT reason=floatBelowMin float=0.27; 7380.703:v15 CANDIDATE t0=7378.63 yank=2.15g quietAt=7380.14 B(abs)=n/a B(rel)=-8.78"
-1785058566.456,"7398.698:v15 IMPACT pending=2.92g air=18.92"
-1785058565.203,"7399.696:v15 LANDING impact impact=4.78g air=18.96; 7399.696:v15 REJECT reason=gateNoJumpEvidence dCrs=6.10 drop=0.88 yank=2.15; 7399.697:v15 REJECT reason=gateNoJumpEvidence dCrs=9.66 drop=1.03 yank=1.72; 7399.697:v15 REJECT reason=gateNoJumpEvidence dCrs=9.66 drop=1.03 yank=1.33; 7399.697:v15 REJECT reason=gateNoJumpEvidence dCrs=13.32 drop=1.03 yank=1.42; 7399.697:v15 REJECT reason=floatBelowMin float=0.35; 7399.698:v15 REJECT reason=gateNoJumpEvidence dCrs=4.48 drop=1.02 yank=1.52; 7399.698:v15 CANDIDATE(reanchor) t0=7397.58 yank=4.78g; 7399.698:v15 CANDIDATE t0=7397.58 yank=4.78g quietAt=7399.09 B(abs)=n/a B(rel)=-9.19; 7400.699:v15 IMPACT pending=1.95g air=2.19"
-1785058563.951,"7401.701:v15 LANDING impact impact=2.57g air=2.34; 7399.928:JUMP(v15) FINAL h=1.61m src=ballistic air=2.34s dist=11.46m hFit=-1.0 hRel=-1.0 hBal=1.61 arcPts=0 yank=4.78g impact=2.57g float=0.62 rot=0.65 hard=true conf=50.0 latency=1.5s; 7401.707:v15 JUMP h=1.61m src=ballistic air=2.34s conf=0.50; 7401.707:v15 REJECT(open) reason=retriggerGuard"
-1785058557.691,"7407.699:v15 CANDIDATE t0=7406.43 yank=1.58g quietAt=7407.34 B(abs)=n/a B(rel)=-6.06"
-1785058528.893,"7436.702:v15 REJECT reason=maxFlightExceeded air=30.00; 7436.703:v15 CANDIDATE t0=7433.01 yank=1.62g quietAt=7436.43 B(abs)=n/a B(rel)=-3.65"
-1785058526.389,"7438.698:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785058525.137,"7439.698:v15 REJECT reason=gateNoJumpEvidence dCrs=10.34 drop=0.83 yank=1.62; 7439.699:v15 CANDIDATE t0=7437.50 yank=1.31g quietAt=7439.01 B(abs)=n/a B(rel)=-3.45"
-1785058522.633,"7442.700:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785058521.381,"7443.690:v15 REJECT reason=gateNoJumpEvidence dCrs=1.19 drop=0.88 yank=1.31; 7443.691:v15 CANDIDATE t0=7441.38 yank=1.45g quietAt=7443.50 B(abs)=n/a B(rel)=n/a"
-1785058493.810,"7471.701:v15 REJECT reason=maxFlightExceeded air=30.00; 7471.702:v15 CANDIDATE t0=7469.92 yank=1.56g quietAt=7471.39 B(abs)=n/a B(rel)=-5.73"
-1785058472.474,"7492.696:v15 IMPACT pending=2.02g air=22.44; 7493.696:v15 LANDING impact+splash(rel) impact=2.49g air=22.45"
-1785058471.222,"7493.700:v15 REJECT reason=ballisticAboveHardCap hBal=84.27 air=22.45; 7493.700:v15 REJECT reason=gateEntrySpeed vin=4.86; 7493.700:v15 REJECT reason=gateEntrySpeed vin=4.00; 7493.700:v15 REJECT reason=gateEntrySpeed vin=2.96; 7493.700:v15 REJECT reason=gateEntrySpeed vin=2.44; 7493.700:v15 REJECT reason=gateEntrySpeed vin=2.46"
-1785058469.970,"7495.690:v15 CANDIDATE t0=7494.03 yank=4.32g quietAt=7495.05 B(abs)=n/a B(rel)=-8.91"
-1785058466.214,"7499.694:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785058464.962,"7499.038:JUMP(v15) FINAL h=1.7m src=ballistic air=5.0s dist=33.55m hFit=-1.0 hRel=-1.0 hBal=1.7 arcPts=0 yank=4.32g impact=0.0g float=0.36 rot=0.53 hard=false conf=35.0 latency=1.0s; 7500.704:v15 JUMP h=1.70m src=ballistic air=5.00s conf=0.35; 7500.704:v15 REJECT(open) reason=retriggerGuard"
-1785058457.449,"7507.695:v15 CANDIDATE t0=7505.60 yank=1.73g quietAt=7507.05 B(abs)=n/a B(rel)=n/a"
-1785058444.929,"7520.698:v15 IMPACT pending=2.06g air=14.12"
-1785058442.424,"7522.699:v15 LANDING impact impact=2.61g air=14.97; 7522.699:v15 REJECT reason=gateNoJumpEvidence dCrs=5.17 drop=0.94 yank=1.73; 7522.700:v15 REJECT reason=gateNoJumpEvidence dCrs=5.12 drop=1.08 yank=1.58; 7522.700:v15 REJECT reason=gateNoJumpEvidence dCrs=5.29 drop=1.07 yank=1.77; 7522.700:v15 REJECT reason=gateNoJumpEvidence dCrs=3.72 drop=1.06 yank=1.79; 7522.701:v15 REJECT reason=gateNoJumpEvidence dCrs=7.24 drop=1.04 yank=1.22; 7522.701:v15 REJECT reason=gateNoJumpEvidence dCrs=7.24 drop=1.04 yank=1.38; 7522.701:v15 CANDIDATE t0=7520.57 yank=2.61g quietAt=7522.08 B(abs)=n/a B(rel)=-15.48"
-1785058421.139,"7543.701:v15 IMPACT pending=1.98g air=22.90"
-1785058419.887,"7545.699:v15 LANDING impact impact=1.98g air=22.91; 7545.699:v15 REJECT reason=gateNoJumpEvidence dCrs=2.58 drop=0.89 yank=2.61; 7545.699:v15 REJECT reason=gateNoJumpEvidence dCrs=9.35 drop=0.99 yank=1.37; 7545.699:v15 REJECT reason=gateNoJumpEvidence dCrs=7.40 drop=0.99 yank=1.28; 7545.700:v15 REJECT reason=gateNoJumpEvidence dCrs=3.41 drop=1.00 yank=1.71; 7545.700:v15 REJECT reason=gateNoJumpEvidence dCrs=6.51 drop=1.01 yank=1.34; 7545.700:v15 REJECT reason=gateNoJumpEvidence dCrs=6.51 drop=1.01 yank=1.40; 7545.700:v15 CANDIDATE t0=7543.48 yank=1.98g quietAt=7544.98 B(abs)=n/a B(rel)=-9.89"
-1785058416.131,"7548.700:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00; 7549.692:v15 REJECT reason=gateNoJumpEvidence dCrs=2.10 drop=1.01 yank=1.98; 7549.693:v15 REJECT reason=gateNoJumpEvidence dCrs=6.51 drop=1.01 yank=1.40; 7549.693:v15 CANDIDATE t0=7547.72 yank=1.52g quietAt=7549.48 B(abs)=n/a B(rel)=-10.51"
-1785058412.344,"7553.697:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785058411.092,"7554.698:v15 REJECT reason=gateNoJumpEvidence dCrs=5.68 drop=0.95 yank=1.52; 7554.699:v15 CANDIDATE t0=7550.54 yank=1.80g quietAt=7553.73 B(abs)=n/a B(rel)=n/a"
-1785058402.328,"7562.692:v15 IMPACT pending=1.93g air=11.76"
-1785058401.076,"7564.697:v15 LANDING impact impact=2.40g air=11.89; 7564.697:v15 REJECT reason=gateNoJumpEvidence dCrs=6.68 drop=0.94 yank=1.80; 7564.697:v15 REJECT reason=floatBelowMin float=0.33; 7564.697:v15 REJECT reason=floatBelowMin float=0.34; 7564.697:v15 REJECT reason=floatBelowMin float=0.29; 7564.698:v15 REJECT reason=floatBelowMin float=0.28; 7564.698:v15 REJECT reason=floatBelowMin float=0.26; 7564.698:v15 CANDIDATE t0=7562.44 yank=2.40g quietAt=7563.95 B(abs)=n/a B(rel)=-9.43; 7564.699:v15 IMPACT pending=1.94g air=1.75"
-1785058398.572,"7566.697:v15 IMPACT discarded=2.17g — early mid-flight jolt (quiet resumed); 7567.697:v15 BARO rel datumStep delta=-8.28 — window reset"
-1785058397.319,"7568.698:v15 IMPACT pending=1.92g air=5.21"
-1785058396.067,"7570.696:v15 LANDING impact+splash(rel) impact=3.45g air=6.68"
-1785058394.815,"7570.699:v15 REJECT reason=ballisticAboveHardCap hBal=7.33 air=6.68; 7570.699:v15 ARC invalid fit b=0.04 c=-0.01 tApex=3.15 h=0.06; 7570.699:v15 REJECT reason=ballisticAboveHardCap hBal=6.37 air=6.14; 7570.700:v15 ARC invalid fit b=0.05 c=-0.01 tApex=2.41 h=0.06; 7570.700:v15 RESCUE folded jump t0=7564.20 land=7569.16 air=4.96; 7569.159:JUMP(v15) FINAL h=1.93m src=ballistic air=4.96s dist=7.36m hFit=-1.0 hRel=-1.0 hBal=1.93 arcPts=3 yank=2.17g impact=2.41g float=0.43 rot=1.17 hard=true conf=50.0 latency=1.0s; 7570.705:v15 JUMP h=1.93m src=ballistic air=4.96s conf=0.50; 7570.706:v15 REJECT(open) reason=retriggerGuard"
-1785058393.563,"7572.696:v15 BARO rel datumStep delta=10.31 — window reset"
-1785058388.555,"7576.700:v15 CANDIDATE t0=7575.09 yank=1.32g quietAt=7576.29 B(abs)=n/a B(rel)=n/a"
-1785058359.757,"7605.699:v15 REJECT reason=maxFlightExceeded air=30.00; 7605.700:v15 CANDIDATE t0=7602.92 yank=1.54g quietAt=7605.09 B(abs)=n/a B(rel)=-0.85"
-1785058356.001,"7608.698:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00; 7609.700:v15 REJECT reason=gateNoJumpEvidence dCrs=2.27 drop=1.00 yank=1.54; 7609.700:v15 CANDIDATE t0=7605.56 yank=1.39g quietAt=7608.93 B(abs)=n/a B(rel)=-0.85"
-1785058354.749,"7611.696:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785058352.245,"7612.697:v15 REJECT reason=gateNoJumpEvidence dCrs=1.11 drop=0.98 yank=1.39; 7612.697:v15 CANDIDATE t0=7610.56 yank=1.66g quietAt=7611.57 B(abs)=n/a B(rel)=n/a"
-1785058343.480,"7621.702:v15 IMPACT pending=1.90g air=10.91"
-1785058342.228,"7623.698:v15 LANDING impact impact=2.36g air=10.93; 7623.699:v15 REJECT reason=gateNoJumpEvidence dCrs=9.17 drop=1.02 yank=1.66; 7623.699:v15 REJECT reason=gateNoJumpEvidence dCrs=7.59 drop=1.02 yank=1.48; 7623.699:v15 REJECT reason=floatBelowMin float=0.35; 7623.699:v15 REJECT reason=gateNoJumpEvidence dCrs=1.97 drop=1.00 yank=1.41; 7623.699:v15 REJECT reason=floatBelowMin float=0.32; 7623.699:v15 REJECT reason=floatBelowMin float=0.22; 7623.700:v15 CANDIDATE t0=7621.50 yank=2.36g quietAt=7623.00 B(abs)=n/a B(rel)=-1.15"
-1785058340.976,"7624.697:v15 IMPACT pending=1.93g air=2.15"
-1785058339.724,"7625.699:v15 LANDING impact impact=2.12g air=2.24; 7623.735:JUMP(v15) FINAL h=1.62m src=ballistic air=2.24s dist=13.57m hFit=-1.0 hRel=-1.0 hBal=1.62 arcPts=0 yank=2.36g impact=2.12g float=0.6 rot=0.67 hard=true conf=50.0 latency=1.5s; 7625.705:v15 JUMP h=1.62m src=ballistic air=2.24s conf=0.50; 7625.705:v15 REJECT(open) reason=retriggerGuard"
-1785058334.716,"7631.693:v15 BARO rel datumStep delta=-5.58 — window reset"
-1785058332.212,"7633.702:v15 CANDIDATE t0=7630.46 yank=1.37g quietAt=7633.26 B(abs)=n/a B(rel)=n/a"
-1785058330.960,"7634.702:v15 IMPACT pending=1.95g air=3.50"
-1785058328.456,"7636.697:v15 LANDING impact impact=2.00g air=3.79; 7636.698:v15 REJECT reason=gateNoJumpEvidence dCrs=21.58 drop=1.14 yank=1.37; 7636.699:v15 RESCUE folded jump t0=7628.60 land=7634.26 air=5.65; 7634.257:JUMP(v15) FINAL h=1.92m src=ballistic air=5.65s dist=42.56m hFit=-1.0 hRel=-1.0 hBal=1.92 arcPts=6 yank=1.38g impact=1.93g float=0.39 rot=0.54 hard=true conf=50.0 latency=1.5s; 7636.705:v15 JUMP h=1.92m src=ballistic air=5.65s conf=0.50; 7636.705:v15 REJECT(open) reason=retriggerGuard"
-1785058323.447,"7641.698:v15 CANDIDATE t0=7639.54 yank=1.91g quietAt=7640.76 B(abs)=n/a B(rel)=-14.24; 7642.697:v15 IMPACT pending=2.09g air=2.27"
-1785058322.195,"7643.699:v15 LANDING impact impact=2.53g air=2.31; 7643.699:v15 REJECT reason=gateNoJumpEvidence dCrs=3.57 drop=1.00 yank=1.91; 7643.699:v15 REJECT reason=gateNoJumpEvidence dCrs=2.48 drop=0.98 yank=1.40; 7643.699:v15 REJECT reason=gateNoJumpEvidence dCrs=3.80 drop=0.98 yank=1.46; 7643.700:v15 REJECT reason=gateNoJumpEvidence dCrs=4.59 drop=0.99 yank=1.59; 7643.700:v15 REJECT reason=gateNoJumpEvidence dCrs=4.59 drop=0.99 yank=1.58; 7643.701:v15 REJECT reason=gateNoJumpEvidence dCrs=3.81 drop=0.99 yank=1.27; 7643.701:v15 CANDIDATE t0=7641.85 yank=2.53g quietAt=7643.36 B(abs)=n/a B(rel)=n/a"
-1785058318.439,"7646.694:v15 IMPACT pending=1.94g air=4.16"
-1785058317.187,"7648.696:v15 LANDING impact impact=2.09g air=4.18; 7648.697:v15 REJECT reason=gateNoJumpEvidence dCrs=2.30 drop=0.91 yank=2.53; 7648.697:v15 REJECT reason=gateNoJumpEvidence dCrs=2.92 drop=0.90 yank=1.91; 7648.697:v15 REJECT reason=gateNoJumpEvidence dCrs=2.19 drop=0.90 yank=1.31; 7648.697:v15 REJECT reason=gateNoJumpEvidence dCrs=2.19 drop=0.90 yank=1.62; 7648.698:v15 REJECT reason=gateNoJumpEvidence dCrs=0.84 drop=0.90 yank=1.43; 7648.701:v15 REJECT reason=gateNoJumpEvidence dCrs=0.65 drop=0.90 yank=1.36; 7648.701:v15 CANDIDATE t0=7646.04 yank=2.09g quietAt=7647.54 B(abs)=n/a B(rel)=n/a"
-1785058313.396,"7651.700:v15 IMPACT pending=2.32g air=5.03"
-1785058310.891,"7654.697:v15 LANDING impact impact=2.97g air=6.17; 7654.699:v15 REJECT reason=gateNoJumpEvidence dCrs=7.28 drop=0.95 yank=2.09; 7654.699:v15 REJECT reason=gateNoJumpEvidence dCrs=7.28 drop=0.95 yank=1.55; 7654.699:v15 REJECT reason=gateNoJumpEvidence dCrs=4.96 drop=0.98 yank=1.45; 7654.700:v15 REJECT reason=gateNoJumpEvidence dCrs=5.43 drop=1.00 yank=1.76; 7654.700:v15 REJECT reason=gateNoJumpEvidence dCrs=5.43 drop=1.00 yank=1.39; 7654.700:v15 REJECT reason=gateNoJumpEvidence dCrs=2.86 drop=0.99 yank=1.50; 7654.701:v15 CANDIDATE t0=7652.20 yank=2.97g quietAt=7653.71 B(abs)=n/a B(rel)=-13.79"
-1785058298.371,"7666.702:v15 IMPACT pending=1.93g air=14.27; 7667.696:v15 LANDING impact+splash(rel) impact=1.93g air=14.27"
-1785058297.119,"7667.700:v15 REJECT reason=gateNoJumpEvidence dCrs=2.66 drop=1.01 yank=2.97; 7667.701:v15 REJECT reason=gateNoJumpEvidence dCrs=11.32 drop=0.99 yank=1.72; 7667.701:v15 REJECT reason=gateNoJumpEvidence dCrs=10.98 drop=0.95 yank=1.47; 7667.701:v15 REJECT reason=gateNoJumpEvidence dCrs=8.71 drop=0.91 yank=1.29; 7667.702:v15 REJECT reason=gateNoJumpEvidence dCrs=5.70 drop=0.89 yank=1.43; 7667.702:v15 REJECT reason=gateNoJumpEvidence dCrs=7.15 drop=0.89 yank=1.32; 7667.702:v15 CANDIDATE t0=7666.48 yank=1.93g quietAt=7667.48 B(abs)=n/a B(rel)=-16.14"
-1785058277.085,"7687.699:v15 IMPACT pending=1.92g air=20.51"
-1785058275.833,"7689.697:v15 LANDING impact impact=2.37g air=20.58; 7689.698:v15 REJECT reason=gateNoJumpEvidence dCrs=23.47 drop=0.87 yank=1.93; 7689.698:v15 REJECT reason=gateNoJumpEvidence dCrs=20.54 drop=0.90 yank=1.28; 7689.698:v15 REJECT reason=floatBelowMin float=0.34; 7689.698:v15 REJECT reason=floatBelowMin float=0.32; 7689.698:v15 REJECT reason=floatBelowMin float=0.34; 7689.699:v15 REJECT reason=floatBelowMin float=0.35; 7689.699:v15 CANDIDATE t0=7687.05 yank=2.37g quietAt=7688.56 B(abs)=n/a B(rel)=-10.86; 7689.699:v15 IMPACT pending=1.92g air=1.66; 7690.696:v15 BARO rel datumStep delta=-37.56 — window reset; 7690.696:v15 LANDING impact+splash(rel) impact=10.05g air=2.05"
-1785058274.581,"7689.103:JUMP(v15) FINAL h=2.22m src=ballistic air=2.05s dist=9.07m hFit=-1.0 hRel=-1.0 hBal=2.22 arcPts=0 yank=2.37g impact=10.05g float=0.45 rot=1.62 hard=true conf=50.0 latency=1.0s; 7690.704:v15 JUMP h=2.22m src=ballistic air=2.05s conf=0.50"
-1785058272.077,"7693.697:v15 REJECT(open) reason=retriggerGuard"
-1785058269.573,"7696.690:v15 BARO rel datumStep delta=32.06 — window reset"
-1785058267.069,"7698.690:v15 BARO rel datumStep delta=54.80 — window reset"
-1785058265.817,"7699.704:v15 CANDIDATE t0=7697.55 yank=5.98g quietAt=7698.61 B(abs)=n/a B(rel)=n/a"
-1785058262.061,"7703.696:v15 BARO rel datumStep delta=6.07 — window reset"
-1785058247.031,"7718.701:v15 IMPACT pending=2.11g air=20.80"
-1785058244.527,"7720.698:v15 LANDING impact impact=2.79g air=20.86; 7720.698:v15 REJECT reason=gateEntrySpeed vin=2.45; 7720.699:v15 REJECT reason=gateNoJumpEvidence dCrs=8.52 drop=0.99 yank=1.31; 7720.699:v15 REJECT reason=gateNoJumpEvidence dCrs=0.60 drop=0.97 yank=1.33; 7720.700:v15 REJECT reason=gateNoJumpEvidence dCrs=2.40 drop=0.97 yank=1.32; 7720.700:v15 REJECT reason=gateNoJumpEvidence dCrs=0.11 drop=0.97 yank=1.53; 7720.700:v15 CANDIDATE t0=7718.41 yank=2.79g quietAt=7719.92 B(abs)=n/a B(rel)=7.67; 7720.702:v15 IMPACT pending=2.14g air=1.99"
-1785058243.275,"7722.700:v15 LANDING impact impact=5.55g air=2.42; 7720.835:JUMP(v15) FINAL h=2.09m src=ballistic air=2.42s dist=7.34m hFit=-1.0 hRel=-1.0 hBal=2.09 arcPts=0 yank=2.79g impact=5.55g float=0.6 rot=1.41 hard=true conf=50.0 latency=1.5s; 7722.706:v15 JUMP h=2.09m src=ballistic air=2.42s conf=0.50; 7722.706:v15 REJECT(open) reason=retriggerGuard"
-1785058242.023,"7724.696:v15 BARO rel datumStep delta=-109.69 — window reset"
-1785058238.267,"7727.700:v15 CANDIDATE t0=7726.40 yank=1.82g quietAt=7727.35 B(abs)=n/a B(rel)=n/a; 7727.701:v15 IMPACT pending=2.61g air=1.10"
-1785058237.015,"7729.696:v15 BARO rel datumStep delta=92.67 — window reset"
-1785058235.763,"7729.699:v15 IMPACT discarded=3.02g — early mid-flight jolt (quiet resumed)"
-1785058234.511,"7731.700:v15 BARO rel datumStep delta=-5.07 — window reset"
-1785058232.007,"7733.692:v15 IMPACT pending=2.06g air=6.47"
-1785058230.755,"7734.700:v15 LANDING impact impact=3.02g air=6.51; 7734.701:v15 REJECT reason=gateEntrySpeed vin=2.90; 7734.701:v15 REJECT reason=gateEntrySpeed vin=2.60; 7734.701:v15 REJECT reason=gateEntrySpeed vin=2.20; 7734.701:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.47"
-1785058228.251,"7737.690:v15 BARO rel datumStep delta=7.67 — window reset; 7737.694:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.55"
-1785058226.999,"7738.700:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=1.16; 7739.696:v15 BARO rel datumStep delta=9.78 — window reset"
-1785058225.747,"7739.700:v15 CANDIDATE t0=7737.89 yank=1.37g quietAt=7739.43 B(abs)=n/a B(rel)=n/a"
-1785058208.173,"7756.702:v15 IMPACT pending=2.07g air=18.46; 7757.690:v15 BARO rel datumStep delta=-25.83 — window reset"
-1785058206.921,"7758.698:v15 LANDING impact impact=2.07g air=18.46; 7758.698:v15 REJECT reason=gateEntrySpeed vin=1.46; 7758.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.26"
-1785058203.165,"7761.701:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.39; 7762.696:v15 BARO rel datumStep delta=-45.07 — window reset; 7762.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.53"
-1785058201.913,"7763.699:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.75"
-1785058200.661,"7764.697:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.59; 7765.690:v15 BARO rel datumStep delta=102.22 — window reset"
-1785058198.157,"7767.689:v15 BARO rel datumStep delta=76.36 — window reset; 7767.689:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.61"
-1785058195.653,"7770.695:v15 BARO rel datumStep delta=5.84 — window reset"
-1785058194.401,"7770.697:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=1.01"
-1785058191.897,"7773.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.84"
-1785058190.645,"7774.689:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.78"
-1785058189.393,"7775.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.76"
-1785058186.889,"7778.698:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.78"
-1785058183.133,"7781.698:v15 CANDIDATE t0=7779.14 yank=1.54g quietAt=7780.90 B(abs)=n/a B(rel)=-5.55"
-1785058180.629,"7784.699:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785058179.377,"7785.699:v15 REJECT reason=gateEntrySpeed vin=1.19; 7785.700:v15 CANDIDATE t0=7783.57 yank=1.57g quietAt=7785.15 B(abs)=n/a B(rel)=-8.28"
-1785058176.873,"7789.696:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785058175.621,"7790.696:v15 REJECT reason=gateEntrySpeed vin=3.65; 7790.697:v15 CANDIDATE t0=7785.99 yank=1.33g quietAt=7789.57 B(abs)=n/a B(rel)=-8.61"
-1785058173.117,"7791.691:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00; 7792.698:v15 REJECT reason=gateEntrySpeed vin=4.92; 7792.698:v15 CANDIDATE t0=7791.08 yank=1.35g quietAt=7792.00 B(abs)=n/a B(rel)=n/a"
-1785058153.069,"7812.697:v15 IMPACT pending=2.16g air=20.47"
-1785058151.817,"7813.699:v15 LANDING impact impact=3.11g air=20.50; 7813.699:v15 REJECT reason=gateNoJumpEvidence dCrs=14.61 drop=0.75 yank=1.35; 7813.699:v15 REJECT reason=gateEntrySpeed vin=4.89; 7813.700:v15 REJECT reason=gateEntrySpeed vin=4.69; 7813.700:v15 REJECT reason=gateEntrySpeed vin=4.61; 7813.700:v15 REJECT reason=gateEntrySpeed vin=4.74; 7813.700:v15 REJECT reason=floatBelowMin float=0.34; 7813.700:v15 CANDIDATE t0=7811.59 yank=3.11g quietAt=7813.09 B(abs)=2.07 B(rel)=-8.56"
-1785058150.565,"7814.700:v15 IMPACT pending=1.99g air=2.63"
-1785058148.061,"7816.696:v15 LANDING impact impact=2.11g air=2.79; 7814.376:JUMP(v15) FINAL h=1.84m src=ballistic air=2.79s dist=10.56m hFit=-1.0 hRel=-1.0 hBal=1.84 arcPts=0 yank=3.11g impact=2.11g float=0.55 rot=1.02 hard=true conf=50.0 latency=1.5s; 7816.702:v15 JUMP h=1.84m src=ballistic air=2.79s conf=0.50; 7816.702:v15 REJECT(open) reason=retriggerGuard"
-1785058144.305,"7821.695:v15 BARO rel datumStep delta=5.75 — window reset"
-1785058141.801,"7823.700:v15 REJECT(open) reason=gpsSpeedBelowRiding spd=0.70"
-1785058139.297,"7825.701:v15 CANDIDATE t0=7823.55 yank=1.47g quietAt=7824.90 B(abs)=2.31 B(rel)=n/a"
-1785058110.465,"7854.698:v15 REJECT reason=maxFlightExceeded air=30.00; 7854.698:v15 CANDIDATE t0=7851.29 yank=1.61g quietAt=7853.55 B(abs)=n/a B(rel)=-4.24"
-1785058109.213,"7856.700:v15 LANDING noRiseAbort-softClose impact=0.00g air=5.00"
-1785058107.961,"7857.695:v15 REJECT reason=gateNoJumpEvidence dCrs=0.31 drop=0.93 yank=1.61; 7857.695:v15 CANDIDATE t0=7855.86 yank=1.73g quietAt=7857.29 B(abs)=n/a B(rel)=-5.21"
